1440.000000	3.560018	3.463850	3.475998	3.453521	3.510073	3.495210	3.407380	3.488902	
2880.000000	3.608519	3.780888	3.751369	3.791749	3.763730	3.746186	3.796142	3.811185	
4320.000000	3.505096	3.754250	3.701591	3.776826	3.707343	3.687673	3.812566	3.789063	
5760.000000	3.446941	3.698118	3.643397	3.727779	3.647616	3.630239	3.780247	3.743104	
7200.000000	3.417682	3.650524	3.603035	3.684267	3.607172	3.593745	3.744454	3.707254	
8640.000000	3.404340	3.615441	3.577523	3.650788	3.581040	3.571761	3.713436	3.681000	
10080.000000	3.399492	3.588082	3.558785	3.621318	3.559811	3.553902	3.680943	3.654256	
11520.000000	3.400901	3.571363	3.551725	3.604343	3.551597	3.549681	3.662208	3.643401	
12960.000000	3.405083	3.560271	3.549627	3.593338	3.548331	3.550303	3.649901	3.638517	
14400.000000	3.411271	3.553530	3.551413	3.587218	3.549245	3.555029	3.643000	3.638883	
15840.000000	3.419127	3.551341	3.557720	3.587265	3.555596	3.565442	3.644323	3.647349	
17280.000000	3.426546	3.547317	3.559828	3.582678	3.556019	3.568538	3.638210	3.646605	
18720.000000	3.436628	3.547794	3.566858	3.584014	3.562878	3.578272	3.639253	3.654138	
20160.000000	3.451045	3.561714	3.591372	3.607973	3.592923	3.613707	3.673828	3.697928	
21600.000000	3.464562	3.575400	3.613610	3.630818	3.619438	3.644823	3.707622	3.737681	
23040.000000	3.473744	3.575093	3.615608	3.628361	3.618729	3.644995	3.702642	3.735248	
24480.000000	3.484164	3.575166	3.618036	3.625283	3.619287	3.646445	3.695012	3.732316	
25920.000000	3.495015	3.577680	3.623431	3.626038	3.624279	3.652643	3.692605	3.735773	
27360.000000	3.504806	3.580287	3.628260	3.627078	3.628840	3.658074	3.691039	3.739471	
28800.000000	3.513597	3.581951	3.631258	3.626407	3.631327	3.660944	3.686962	3.740125	
30240.000000	3.523163	3.588308	3.640555	3.634279	3.642558	3.673439	3.695719	3.754987	
31680.000000	3.530818	3.592818	3.646740	3.639720	3.649894	3.681307	3.702059	3.765702	
33120.000000	3.535763	3.590728	3.643422	3.633599	3.644960	3.675318	3.691375	3.757024	
34560.000000	3.541508	3.593641	3.647576	3.636814	3.650631	3.681278	3.694337	3.764894	
36000.000000	3.548375	3.601997	3.659072	3.650205	3.666239	3.698300	3.713203	3.789450	
37440.000000	3.553979	3.607160	3.665498	3.658253	3.674936	3.707398	3.725217	3.804398	
38880.000000	3.557843	3.604509	3.660564	3.651435	3.668350	3.699322	3.714281	3.793898	
40320.000000	3.562363	3.604181	3.659410	3.648678	3.667322	3.697492	3.708746	3.791337	
41760.000000	3.567757	3.607705	3.663656	3.652774	3.673568	3.703757	3.713230	3.800240	
43200.000000	3.574664	3.616106	3.674334	3.665449	3.688174	3.719275	3.730737	3.822747	
44640.000000	3.578836	3.617852	3.675377	3.666887	3.689738	3.720088	3.732737	3.826524	
46080.000000	3.583100	3.614209	3.668757	3.657136	3.680829	3.709045	3.716211	3.811268	
47520.000000	3.593145	3.623874	3.680365	3.669289	3.696484	3.725452	3.730797	3.831486	
48960.000000	3.609979	3.659195	3.726007	3.726311	3.757358	3.792718	3.814747	3.923202	
50400.000000	3.613650	3.663721	3.728804	3.731259	3.758913	3.793251	3.822752	3.929009	
51840.000000	3.615521	3.652017	3.711029	3.706290	3.733856	3.764160	3.782727	3.888982	
53280.000000	3.619229	3.646561	3.703408	3.692617	3.723843	3.752113	3.758815	3.871059	
54720.000000	3.622128	3.641653	3.696481	3.680553	3.715049	3.741232	3.737870	3.856159	
56160.000000	3.631034	3.651533	3.708825	3.692995	3.731821	3.758753	3.752146	3.878497	
57600.000000	3.643920	3.682452	3.748663	3.743365	3.784856	3.817163	3.826520	3.960470	
59040.000000	3.646051	3.683860	3.747250	3.742853	3.781125	3.811743	3.825517	3.957618	
60480.000000	3.649362	3.681427	3.741661	3.734575	3.772915	3.801614	3.811156	3.944107	
61920.000000	3.653314	3.680335	3.738435	3.728470	3.768582	3.795934	3.799427	3.935245	
63360.000000	3.657505	3.682142	3.739355	3.727931	3.770027	3.796666	3.796119	3.935779	
64800.000000	3.661703	3.685935	3.742786	3.731321	3.774800	3.801070	3.799097	3.942097	
66240.000000	3.665021	3.688515	3.744459	3.733144	3.777211	3.802782	3.800393	3.945633	
67680.000000	3.666659	3.686001	3.739130	3.726403	3.770513	3.794213	3.789548	3.935609	
69120.000000	3.667417	3.678471	3.727100	3.710544	3.755094	3.775634	3.764787	3.911566	
70560.000000	3.670624	3.676648	3.722608	3.703625	3.749460	3.767807	3.751570	3.901024	
72000.000000	3.674471	3.678498	3.722450	3.702901	3.749338	3.766039	3.747638	3.899311	
73440.000000	3.679060	3.683410	3.725883	3.707187	3.753578	3.769046	3.751068	3.904463	
74880.000000	3.684520	3.693060	3.735412	3.720159	3.766009	3.781438	3.768275	3.923042	
76320.000000	3.688408	3.699434	3.740209	3.727776	3.771886	3.786527	3.778638	3.932344	
77760.000000	3.690246	3.698297	3.735067	3.722210	3.764457	3.776585	3.769266	3.920729	
79200.000000	3.693498	3.699945	3.734180	3.721081	3.762776	3.773184	3.765227	3.916579	
80640.000000	3.696835	3.703051	3.735380	3.722653	3.763850	3.772983	3.765258	3.916796	
82080.000000	3.700314	3.707320	3.738174	3.726320	3.766863	3.775019	3.768343	3.920095	
83520.000000	3.711460	3.729208	3.764902	3.759487	3.802101	3.813505	3.814473	3.969446	
84960.000000	3.726459	3.777577	3.826430	3.841145	3.882916	3.904098	3.939794	4.094615	
86400.000000	3.721713	3.760865	3.799873	3.809880	3.843499	3.858998	3.893246	4.038044	
87840.000000	3.722839	3.749126	3.783297	3.785797	3.820848	3.833351	3.854600	4.000115	
89280.000000	3.725590	3.743197	3.775203	3.771181	3.809701	3.820409	3.828578	3.978562	
90720.000000	3.731841	3.751828	3.786268	3.781983	3.823911	3.835988	3.840091	3.996120	
92160.000000	3.745205	3.781459	3.824894	3.829073	3.874909	3.892974	3.907068	4.068841	
93600.000000	3.764762	3.841637	3.902577	3.930411	3.976942	4.007962	4.062503	4.223118	
95040.000000	3.766953	3.849867	3.910798	3.943580	3.983158	4.015155	4.085815	4.237914	
96480.000000	3.762508	3.820542	3.871691	3.889916	3.927993	3.953615	4.002274	4.153258	
97920.000000	3.764319	3.805104	3.853583	3.859217	3.903694	3.927064	3.951156	4.111213	
99360.000000	3.766024	3.794736	3.841547	3.837574	3.887975	3.909715	3.914591	4.083374	
100800.000000	3.769446	3.793299	3.840268	3.831494	3.886265	3.907567	3.901399	4.077977	
102240.000000	3.772437	3.795378	3.842326	3.832162	3.888703	3.909695	3.899654	4.080730	
103680.000000	3.773814	3.795375	3.840687	3.829915	3.886246	3.906048	3.895046	4.077390	
105120.000000	3.775086	3.794607	3.837564	3.826167	3.881625	3.899657	3.888031	4.070446	
106560.000000	3.777453	3.796793	3.838108	3.827311	3.881826	3.898562	3.887954	4.070540	
108000.000000	3.780163	3.801513	3.841766	3.833219	3.886345	3.902427	3.895726	4.077967	
109440.000000	3.781854	3.804240	3.842528	3.836005	3.886990	3.901973	3.899738	4.080015	
110880.000000	3.782967	3.803989	3.839333	3.833220	3.882051	3.895136	3.894818	4.072637	
112320.000000	3.784373	3.804981	3.838139	3.832706	3.879963	3.891660	3.893005	4.069255	
113760.000000	3.785573	3.806383	3.837707	3.833046	3.878822	3.889328	3.892785	4.067320	
115200.000000	3.786198	3.807765	3.837737	3.833201	3.878109	3.887459	3.893094	4.065388	
116640.000000	3.786899	3.808905	3.837590	3.832842	3.877821	3.886815	3.893442	4.064822	
118080.000000	3.788081	3.810212	3.837175	3.831500	3.877909	3.886856	3.894214	4.064946	
119520.000000	3.789065	3.811631	3.837437	3.831027	3.878116	3.886617	3.895512	4.065355	
120960.000000	3.793282	3.820222	3.847963	3.844128	3.892583	3.901520	3.914714	4.085586	
122400.000000	3.816440	3.875785	3.920910	3.936631	3.990774	4.010792	4.050768	4.226267	
123840.000000	3.835309	3.948954	4.011693	4.060004	4.107940	4.142653	4.240986	4.401121	
125280.000000	3.818084	3.896741	3.943636	3.974889	4.012472	4.036526	4.117072	4.268282	
126720.000000	3.819679	3.876024	3.922017	3.939078	3.984535	4.006872	4.059594	4.214846	
128160.000000	3.820206	3.862484	3.908270	3.914614	3.966935	3.988431	4.019147	4.179336	
129600.000000	3.820380	3.853328	3.899149	3.898022	3.955410	3.976314	3.991360	4.163398	
131040.000000	3.822773	3.853302	3.900756	3.896858	3.957521	3.978963	3.986332	4.168090	
132480.000000	3.822744	3.851595	3.898626	3.893691	3.954618	3.975668	3.980615	4.165096	
133920.000000	3.823100	3.849185	3.894887	3.888671	3.949085	3.968940	3.971449	4.160170	
135360.000000	3.831235	3.866208	3.916912	3.916411	3.978515	4.001526	4.010830	4.198574	
136800.000000	3.843722	3.906834	3.969321	3.986242	4.046792	4.077943	4.117300	4.269873	
138240.000000	3.849134	3.922743	3.987882	4.012932	4.068230	4.101713	4.158870	4.279700	
139680.000000	3.843792	3.902551	3.959299	3.977064	4.027690	4.056245	4.105242	4.230523	
141120.000000	3.842264	3.884690	3.936283	3.943958	3.997201	4.022406	4.053482	4.211705	
142560.000000	3.842090	3.873386	3.922362	3.922266	3.979194	4.002176	4.018401	4.204168	
144000.000000	3.843963	3.871534	3.920088	3.916806	3.976156	3.998341	4.007097	4.206113	
145440.000000	3.854773	3.894071	3.949506	3.952610	4.015565	4.042119	4.057451	4.249760	
146880.000000	3.872181	3.952805	4.025296	4.053115	4.115133	4.153956	4.211913	4.317407	
148320.000000	3.864728	3.933560	3.996520	4.020261	4.072293	4.105134	4.164824	4.265467	
149760.000000	3.864409	3.917538	3.975566	3.990260	4.043844	4.073260	4.117707	4.256253	
151200.000000	3.866538	3.913639	3.971901	3.981679	4.039431	4.068487	4.102448	4.261004	
152640.000000	3.867649	3.912771	3.971504	3.979363	4.039199	4.068267	4.098016	4.261366	
154080.000000	3.868064	3.911815	3.970327	3.977256	4.037950	4.066821	4.094645	4.261424	
155520.000000	3.868291	3.912192	3.970747	3.978102	4.038896	4.067829	4.096393	4.261411	
